BetID,Date,transactionDateTime,realAmount,bonusAmount,channelUID,txCurrency,playerID,gameID,txType
7184029,2017-03-20,"42814,009542303",5,0,DESKTOP,SEK,116053877,2466,RESULT
7184031,2017-03-20,"42814,009602928",10,0,DESKTOP,SEK,116053877,2466,WAGER
7184031,2017-03-20,"42814,009610035",0,0,DESKTOP,SEK,116053877,2466,RESULT
7184033,2017-03-20,"42814,009679155",10,0,DESKTOP,SEK,116053877,2466,WAGER
7184033,2017-03-20,"42814,009686076",0,0,DESKTOP,SEK,116053877,2466,RESULT
7184034,2017-03-20,"42814,009738576",10,0,DESKTOP,SEK,116053877,2466,WAGER
7184034,2017-03-20,"42814,009745532",0,0,DESKTOP,SEK,116053877,2466,RESULT
7184036,2017-03-20,"42814,009805162",10,0,DESKTOP,SEK,116053877,2466,WAGER
7184036,2017-03-20,"42814,009812153",0,0,DESKTOP,SEK,116053877,2466,RESULT
7184037,2017-03-20,"42814,009915532",10,0,DESKTOP,SEK,116053877,2466,WAGER
7184037,2017-03-20,"42814,009922627",0,0,DESKTOP,SEK,116053877,2466,RESULT
7184038,2017-03-20,"42814,009971111",10,0,DESKTOP,SEK,116053877,2466,WAGER
7184038,2017-03-20,"42814,009978021",0,0,DESKTOP,SEK,116053877,2466,RESULT
5351787053,2017-03-20,"42814,011822049",5,0,ANDROID,SEK,116053877,524,WAGER
5351787053,2017-03-20,"42814,011822639",0,0,ANDROID,SEK,116053877,524,RESULT
5351788704,2017-03-20,"42814,011864711",5,0,ANDROID,SEK,116053877,524,WAGER
5351788704,2017-03-20,"42814,011865394",17,0,ANDROID,SEK,116053877,524,RESULT
5351788704,2017-03-20,"42814,011865833",0,0,ANDROID,SEK,116053877,524,RESULT
5351788907,2017-03-20,"42814,011918669",5,0,ANDROID,SEK,116053877,524,WAGER
5351788907,2017-03-20,"42814,011919144",0,0,ANDROID,SEK,116053877,524,RESULT
5351789144,2017-03-20,"42814,011990683",5,0,ANDROID,SEK,116053877,524,WAGER
5351789144,2017-03-20,"42814,011991134",0,0,ANDROID,SEK,116053877,524,RESULT
5351789316,2017-03-20,"42814,012039063",5,0,ANDROID,SEK,116053877,524,WAGER
5351789316,2017-03-20,"42814,012039745",20,0,ANDROID,SEK,116053877,524,RESULT
5351789316,2017-03-20,"42814,012040301",0,0,ANDROID,SEK,116053877,524,RESULT
5351789483,2017-03-20,"42814,012085116",5,0,ANDROID,SEK,116053877,524,WAGER
5351789483,2017-03-20,"42814,012085637",0,0,ANDROID,SEK,116053877,524,RESULT
5351789692,2017-03-20,"42814,012146644",5,0,ANDROID,SEK,116053877,524,WAGER
5351789692,2017-03-20,"42814,012148137",10,0,ANDROID,SEK,116053877,524,RESULT
5351789692,2017-03-20,"42814,012148553",0,0,ANDROID,SEK,116053877,524,RESULT
5351789891,2017-03-20,"42814,012203461",5,0,ANDROID,SEK,116053877,524,WAGER
5351789891,2017-03-20,"42814,0122039",0,0,ANDROID,SEK,116053877,524,RESULT
5351790052,2017-03-20,"42814,012248102",5,0,ANDROID,SEK,116053877,524,WAGER
5351790052,2017-03-20,"42814,012248692",0,0,ANDROID,SEK,116053877,524,RESULT
5351791706,2017-03-20,"42814,012292454",5,0,ANDROID,SEK,116053877,524,WAGER
5351791706,2017-03-20,"42814,012292894",0,0,ANDROID,SEK,116053877,524,RESULT
